path,sentence
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_142311.wav,Ryanair Nine Two Bravo Quebec turn right heading zero nine zero nine zero degrees Ryanair Nine Two Bravo Quebec 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_144339.wav,Radar  dobre odpoledne  Sky Travel Four Three Two Papa passing nineteen hundred climbing to five thousand Sky Travel Four Three Two Papa  dobre odpoledne  Praha Radar identified climb flight level one six zero climb to flight level one six zero Sky Travel Four Three Two Papa 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_145941.wav,Oscar Kilo Triple Hotel please confirm one more holding Oscar Kilo Hotel Hotel Hotel affirm one holding and then it should be possible to follow ILS runway zero six roger thank you 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_161349.wav,Radar CSA One Delta Zulu established CSA One Delta Zulu roger contact Ruzyne Tower one three four decimal five six zero  three four five six zero CSA One Delta Zulu pekný deň 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_204323.wav,UPS Two Nine Five established UPS Two Nine Five contact tower frequency one three four five six zero bye UPS Two Nine Five good night 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201026_205056.wav,KLM Seven Three Whiskey maintain present heading for vectoring for ILS approach runway two four and reduce your speed now below two six zero knots 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201027_121714.wav,Oscar Kilo Uniform Tango Charlie re- release from frequency flying information service available at one two six decimal one Praha Information  dobrý den  
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201027_125731.wav,one one eight decimal one   Six Five Zero that's it bye bye děkujem na slyšenou na slyšenou 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_072404.wav,Oscar Kilo Tango Oscar Papa proceed direct Lanux  direct Lanux Oscar Kilo Tango Oscar Papa 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_092412.wav,Oscar Uniform Romeo turn left heading two seven zero cleared for ILS approach runway two four turn left to seven zero cleared for ILS runway two four Oscar Uniform Romeo 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_095055.wav,Lufthansa Niner Tango Papa contact Praha Radar one two zero decimal two seven five bye bye Lufthansa Nine Tango Papa two zero two seven five bye 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_131433.wav,Praha Radar Oscar Kilo Uniform Tango Charlie  dobrý den   passing three thousand nine hundred climbing flight level seven zero inbound Vlasim ready for IFR Oscar Kilo Uniform Tango Charlie  dobrý den  Praha Radar identified climb flight level seven zero and cleared to  destination Benesov via flight plan route IFR flight starts now time one three one four 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201028_151125.wav,CSA One Delta Zulu descend flight level one hundred no speed restrictions descending flight level one hundred  free speed CSA One Delta Zulu 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_051226.wav,KLM One Three Five Zero sorry go ahead yeah contact radar one two zero two seven five ahoj one two zero two seven five ahoj KLM One Three Five Zero 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_075414.wav,Oscar Kilo Tango Uniform Romeo Praha Radar hello identified climb to flight level seven zero and standby for IFR climbing to flight level seven zero Oscar Kilo Tango Uniform Romeo 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_094626.wav,Lufthansa Nine Tango Papa contact Praha radar one two zero decimal two seven five good bye one two zero two seventy five bye-bye Nine Tango Papa 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_151332.wav,Oscar Kilo Mike Charlie Charlie Praha Radar  dobry den  you are identified flight level seven zero after Baltu proceed to Benesov 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_161709.wav,Timeair Six Niner Zero Juliett contact Ruzyne Tower one three four decimal five six zero  hezký večer ahoj  one three four five six zero Timeair Six Niner Zero Juliett bye  díky  
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Radar_120_520MHz_20201029_205125.wav,and KLM Seven Three Whiskey reduce speed one six zero knots till four DME sixty to four DME KLM Seven Three Whiskey 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201025_090915.wav,say again the departure we for us it is Baltu four alfa to climb  five thousand feet 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201025_101021.wav,Ryan Air Seven Romeo Mike route reaching and holding runway two four we are ready for departure Ryan Air seven Romeo Mike line up runway two four line up and wait runway two four Ryan Air Seven Romeo Mike 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201025_144043.wav,Ruzyne Tower hello again Eurowings One Tango Kilo Eurowings One Tango Kilo Ruzyne Tower good afternoon go ahead  just a question do you think there any chance to get runway two four for departure unfortunately with delay because there are five aircraft on runway zero six landing okay copy thank you 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201025_204809.wav,Ruzyne tower Trans Europe Four Two One  dobrý večer  establish localizer two four Trans Europe Four Two One  dobrý večer  Ruzyne tower continue approach runway two four continue approach runway two four Trans Europe Four Two One 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201026_091524.wav, tower  dobré dopoledne  Ryan Air One Juliett Uniform becoming fully established ILS runway two four speed maximum one eighty Ryan Air One Juliett Uniform  dobrý den  continue approach continue approach Ryan Air One Juliett Uniform 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201026_143955.wav,Dream Team Four Zero Four Kilo taxi charlie lima and quebec behind follow me car to stand Sierra three  
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201026_153217.wav, Oscar Kilo Charlie Tango Papa line up runway two four and wait line up runway two four and wait Oscar Kilo Charlie Tango Papa 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201026_160035.wav,Silesia Seven Six Two continue Charlie Lima Quebec Quebec Five behind follow me stand mike one bravo 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201027_135214.wav,Ryanair One Bravo Alfa stand five seven QNH one zero one two request engine start 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201027_135224.wav,Ryan Air One Bravo Alfa startup is approved startup approved Ryan Air One Bravo Alfa 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201027_213741.wav,okay Quality Four Zero Nine One Ruzyne Tower information lima QNH one zero one four time check three seven cleared to Liege Baltu four alpha departure initial climb five thousand feet and squawk one thousand 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201028_103443.wav,CSA Nine One Eight taxi holding point runway two four to the right via Delta Bravo taxi Delta Bravo holding point two four CSA Nine One Eight 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201028_111034.wav,Emirates One Three Nine taxi via foxtrot cross runway one two golf juliett stand one four alpha taxi via foxtrot cross runway one two  golf juliett stand one four alpha Emirates One Three Nine 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201028_152306.wav,Ruzyne Tower CSA One Delta Zulu   dobrý podvečer  established localizer two four  dobrý den  CSA One Delta Zulu Ruzyne Tower runway two four cleared to land wind two two zero degrees one four knots are cleared to land runway two four CSA One Delta Zulu 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKPR_RUZYNE_Tower_134_560MHz_20201029_205008.wav,Ruzyne Tower UPS Two Nine Five ILS two four nine miles good evening UPS Two Nine Five Ruzyne Tower runway two four cleared to land wind two three zero degrees one three knots runway two four cleared to land UPS Two Nine Five 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201026_092727.wav,Oscar Kilo Echo Lima Alfa climb to flight level seven zero 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201026_093600.wav,Oscar Kilo India Foxtrot Romeo contact Praha radar one two seven decimal five eight zero bye 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201026_111634.wav,Oscar Kilo Echo Lima Alpha confirm proceeding to tango bravo four zero two 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201027_095221.wav,Oscar Kilo Bravo Alfa Lima after Bukap descend to three thousand feet cleared RNP approach runway two seven report established 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201027_114659.wav,Oscar Kilo Bravo Alfa Lima request shortcut to  Vlasim if possible 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201027_140348.wav,Kilo Lima Papa Victor standby for runway zero nine for now follow Tumka Four Charlie arrival due to departure from Brno 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201028_090451.wav,Oscar Kilo Mike Charlie Charlie after the low approach climb straight ahead four thousand feet after approach climb straight ahead four thousand feet Oscar Kilo Mike Charlie Charlie 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201028_132938.wav,Oscar Tango Charlie roger Oscar Kilo Kilo Kilo Whiskey  information mike QNH one zero one six Tumka Four Charlie arrival 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201028_135638.wav,Oscar Kilo Kilo Kilo Whiskey descend to five thousand feet QNH one zero one six 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201028_135718.wav,Oscar Kilo Delta Sierra India turn left heading one zero zero left heading one zero zero Oscar Kilo Delta Sierra India 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201029_101954.wav,Sierra Papa Foxtrot Lima Foxtrot contact Wien Radar one two five decimal one seven five good bye 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Approach-Radar_127_350MHz_20201029_113918.wav,Oscar Kilo Mike Delta Hotel pass your message is it okay for you if we maintain four nautical miles left-hand track all the way down to Benesov 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Ground_125_430MHz_20201028_171509.wav,Warsaw Radar Belavia Eight Seven Zero good evening flight level three five zero inbound bigu 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201027_000841.wav,Jump Run Eight Zero Three vacate to the left taxi charlie alpha stand western apron 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201027_112131.wav,Oscar Kilo Mike Charlie Charlie runway two seven cleared for low approach wind three two zero degrees five knots after low approach continue straight ahead climb to three thousand feet 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201027_122331.wav,Romeo Alfa Zero One Eight One Seven your flight plan was suspended i am sending delay message 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201028_140518.wav,Oskar Kilo Whiskey November Lima information exprite vacating via bravo and taxi to foxtrot bravo affirm 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201028_185619.wav,Oscar Kilo Foxtrot Alpha Oscar taxi to holding point runway two seven via alpha charlie 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201029_060626.wav,tower good morning Quality Four Zero Eight Niner fully established on the runway zero nine Quality Four Zero Eight Niner Turany tower good morning runway zero niner cleared to land wind is calm 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201029_073731.wav,Oscar Kilo Charlie Alfa Papa squawk seven thousand good bye squawk seven thousand good bye Oscar Kilo Charlie Alfa Papa 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201029_102129.wav,Oscar Kilo Alpha Papa India vacate via taxiway whiskey cross runway two six and continue to the airclub  vacate via whiskey cross two six and vacate via the airclub Oskar Kilo Papa India 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201029_110511.wav,Oscar Kilo Foxtrot Alpha Sierra approaching zulu Oscar Kilo Foxtrot Alpha Sierra squawk seven thousand and good bye squawk seven thousand good bye Oscar  Foxtrot  Sierra 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LKTB_BRNO_Tower_119_605MHz_20201029_180205.wav,Oscar Kilo Charlie Alfa Papa if able increase speed  approaching traffic 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210419_153441.wav,Two Bravo Sierra to the left taxi with 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210420_142949.wav,One Zero One Two runway two seven bye bye 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210420_151758.wav,Hotel Echo X-ray number one runway two five 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210421_083320.wav,Tango Seven Charlie Lima Mike Sion 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210421_083624.wav,Hotel Alpha Papa you may leave the frequency bye bye 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210421_143604.wav,Hotel Hotel X-ray go around Hotel X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210422_061925.wav,Heli Charlie Zulu roger report Ground completed 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210422_083102.wav,Hotel Foxtrot Oscar Echo One at six thousand feet Foxtrot Oscar report echo two for runway two five 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210422_155828.wav,and Sion Tower the Hotel X-ray Quebec we just continue toward the Grande Dixence Hotel X-ray Quebec roger frequency change approved talk to you later 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210423_101040.wav,Hotel Golf Alpha report upon route 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210423_142801.wav,Hotel Alpha Lima Echo One four thousand six hundred feet Hotel Delta Lima report echo two 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210423_160618.wav,Sierra Alpha Papa Sion Ground hello 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210423_170457.wav,Hotel Hotel Lima November Whiskey five thousand five hundred feet climbing 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210501_060848.wav,Sion Victor Oscar hook mission completed now landing victor call you before departure Victor Oscar roger talk to you later thank you 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210501_065354.wav,Hotel Echo X-ray report downwind wind calm runway two five cleared for takeoff 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210501_072244.wav,Hotel Echo X-ray roger taxi holding point bravo and report ready 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210501_073043.wav,Hotel Echo X-ray number one number one Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210501_073256.wav,Hotel Echo X-ray wind calm runway two five cleared touch and go runway two five cleared touch and go Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_051736.wav,read back correct startup is approved QNH one zero one four 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_052351.wav, runway two five call you passing one three thousand feet five thank you 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_060221.wav,takeoff Sierra number one number one Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_060505.wav,Hotel Echo X-ray  wind two six zero nine knots runway two five cleared for touch and go touch and go  runway  two five  Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_060824.wav,Hotel Echo X-ray downwind two five for touch and go 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_060829.wav,Hotel Echo X-ray  number one report final number one report final  Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_061429.wav,Hotel Echo X-ray downwind two five for touch and go 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_061433.wav,Hotel Echo X-ray number one report final number one report final Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_061623.wav,Hotel Echo X-ray  final  two five for touch and go 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_062014.wav,Hotel Echo X-ray  downwind two five for touch and go 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_062018.wav,Hotel Echo X-ray  number one report final number one report final  Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_062238.wav,Hotel Echo X-ray  final two five for touch and go 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_062628.wav,Hotel Echo X-ray number one report final number one report final Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_063447.wav,Hotel Echo X-ray wind two six degrees nine knots runway two five cleared for touch and go cleared for touch and go runway two five Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_064029.wav,Hotel Echo X-ray final two five for touch and go 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_065138.wav,Sion November Seven One Six Alpha Sierra Alpine jet ready for taxi November Alpha Sierra  taxi to holding point  delta holding point  November Seven One Six Alpha Sierra 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_065407.wav,November Alpha Sierra line up runway two five 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_065520.wav,November Alpha Sierra wind two five zero degrees nine knots runway two five cleared for takeoff report one three thousand feet climbing 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_065622.wav,Hotel Echo X-ray descending two five for full stop 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_065626.wav,Echo X-ray number one report final number one report final  Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_065812.wav,Foxtrot Lima Delta hold position and make your run up at your present position QNH one zero one five 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_065831.wav,Hotel Echo X-ray wind two six zero degrees one zero knots runway two five cleared to land cleared to land runway two five Hotel Echo X-ray 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_065945.wav,we are not ready now Foxtrot Lima Delta 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_070235.wav,Foxtrot Lima Delta taxi to holding point bravo runway two five   point bravo runway two five Foxtrot Lima Delta 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_071049.wav,Sion tower bonjour Bair Nine Five now establish on the ILS runway two five 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_071809.wav,Foxtrot Lima Delta  join downwind runway two five tourning downwind runway  two five  Foxtrot Lima Delta 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_073058.wav,Foxtrot Lima Delta wind two five zero degrees one two knots runway two five cleared touch and go 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_092024.wav,Luxor Two Two Hotel Sion   bonjour 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_114312.wav,November Hotel Juliett vacate next left intersection golf and then taxi to holding point delta 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_121507.wav,November Hotel Juliett the preceding traffic is joining downwind wind one correction two six zero degrees one nine knots runway two five cleared for takeoff report passing one three thousand feet and climb 
/home/datascience/atco2-data/ATCO2-ASRdataset-v1_beta/DATA/LSGS_SION_Ground_Control_121_7MHz_20210502_122439.wav,Hotel Echo X-ray wind two five zero degrees one eight knots runway two five cleared touch and go runway two five cleared touch and go Hotel Echo X-ray 
